formula,band_gap,formation_energy_per_atom,energy_above_hull,volume,density,nsites,cbm,vbm
Ba2PuTiO6,0.233399999999999,-3.401734061208331,0.025549910499995,149.79624749836995,7.344216182813458,10.0,5.8648,5.6314
Ba2PuZnO6,0.6585000000000001,-2.863711808874998,0.0,150.76153623030845,7.49040656884427,10.0,5.0287,4.3702
Ba2ScTi2BiO9,2.1294,-3.175224510444445,0.088037450624993,199.27444331937008,6.402344162813143,15.0,5.655,3.5256
Ba2SmWO6,1.7704,-3.086228743,0.0,641.8071344212732,7.294600278097761,40.0,5.1474,3.377
Ba2SnS3F2,2.4412000000000003,-2.481345934375,0.0,775.50025259962,4.518513170832694,32.0,4.2861,1.8449
Ba2SnS4,2.2291999999999996,-1.701316433303569,0.0025853266964275,1269.4122829943815,4.114158572244252,42.0,4.4058,2.1766
Ba2SnWO6,1.3768500000000001,-2.516407830249999,0.10532002800001,413.9429094798654,6.7465464151739045,25.0,6.013,4.636150000000001
Ba2Sr2CaTi5O15,1.7732,-3.506235291266668,0.022558247899999,313.393274393005,5.1359021641249765,25.0,4.9142,3.141
Ba2Sr6Ti7MnO24,1.0421,-3.395710564281609,0.015814010958333,495.3996480134467,5.277148115986375,40.0,4.2169,3.1748
Ba2SrTi3O9,1.8073,-3.504784299000001,0.007288449999977,195.5672224732036,5.517968938499277,15.0,4.8417,3.0344
Ba2SrWO6,3.24905,-2.9583181439374995,0.00983129006249975,290.4943283376597,6.424746891169086,17.5,5.028575,1.779525
Ba2TbWO6,1.7307000000000001,-3.1370955021666664,0.003612739499999,390.8255678937521,7.577789331232223,25.0,5.22955,3.49885
Ba2Ti(GeO4)2,3.7129,-2.894512731410256,0.0,429.6158792139335,4.605709023800627,26.0,4.3196,0.6067
Ba2Ti(SiO4)2,3.7274,-3.44362643102564,0.0,384.01204802386815,4.382018191751484,26.0,5.1315,1.4041
Ba2Ti11O24,2.574,-3.485564316666666,0.034360011925677,466.2252856378851,4.221204009618479,37.0,4.6257,2.0517
Ba2Ti2Si2O9F2,3.3266,-3.558764211200981,0.001897498492652,1850.1862768850635,4.369383716427951,136.0,4.9475,1.6209
Ba2Ti3Nb4O18,2.5979,-3.304524156666667,0.008893637314814,716.4240145555289,4.996607434706462,54.0,4.1889,1.591
Ba2Ti3Tl2O10,0.753599999999999,-2.7662999692156878,0.165125447132347,262.7294174164805,6.23827350306007,17.0,4.0196,3.266
Ba2Ti4Cr2O13,1.8433,-3.247345544444445,0.007259511666667,548.559041333592,4.710800398186287,42.0,4.5811,2.7378
Ba2Ti4Fe2O13,1.086199999999999,-2.897617218492064,0.19996488142857,275.32154140373746,4.739398763153395,21.0,3.2818,2.195599999999999
Ba2Ti5(Bi2O9)2,1.5882999999999994,-2.8052620949712654,0.08079484750001201,581.6975294783157,7.065943438637431,43.5,5.90615,4.31785
Ba2Ti6N2O11,1.8746749999999999,-3.1884220854761898,0.024675166452400248,277.5560959354121,4.5820114519529955,21.0,4.7863,2.911625
Ba2Ti9O20,2.7396000000000003,-3.515651867903225,0.006569662620966,1532.6309130152902,4.444100582049656,124.0,4.9038,2.1642
