material_id,formula,chemsys,band_gap,formation_energy_per_atom,energy_above_hull,volume,density,nsites,elements,crystal_system,spacegroup,is_stable,cif_path
mp-849084,Cr5S8,Cr-S,0.0,-0.9606169561538451,0.018103083076923,447.297739791516,3.834891982991866,26,"['Cr', 'S']",Monoclinic,Cm,False,data\tmc_data\cif\mp-849084.cif
mp-523,CrS,Cr-S,0.0,-0.70254008625,0.125274506666665,57.047558425737805,4.893697272358381,4,"['Cr', 'S']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-523.cif
mp-1042111,CrS2,Cr-S,0.0,-0.6814104283333311,0.18777791666666702,144.39443877613502,2.670905158624001,6,"['Cr', 'S']",Tetragonal,I-42d,False,data\tmc_data\cif\mp-1042111.cif
mp-1407236,CrS2,Cr-S,0.0,-0.6680134399999981,0.20117490500000101,218.40068257790045,3.531709213099511,12,"['Cr', 'S']",Cubic,Fd-3m,False,data\tmc_data\cif\mp-1407236.cif
mp-1413688,CrS2,Cr-S,0.0,-0.816091151666665,0.05309719333333401,62.552858587395875,3.082703653462657,3,"['Cr', 'S']",Trigonal,R-3m,False,data\tmc_data\cif\mp-1413688.cif
mp-1442954,CrS2,Cr-S,0.0,-0.839727338333331,0.029461006666667,211.98331665001731,3.638624562521816,12,"['Cr', 'S']",Trigonal,R-3m,False,data\tmc_data\cif\mp-1442954.cif
mp-28910,CrS2,Cr-S,0.0,-0.8613659683333321,0.007822376666666,202.52380559463728,1.9042889810974821,6,"['Cr', 'S']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-28910.cif
mp-755263,CrS2,Cr-S,0.0,-0.8691883449999991,0.0,53.14912501828691,3.628129825948234,3,"['Cr', 'S']",Trigonal,P-3m1,True,data\tmc_data\cif\mp-755263.cif
mp-1189023,Cr2Se3,Cr-Se,0.0,-0.8091599864062471,0.001268146000001,409.3704137660814,5.530752450921623,20,"['Cr', 'Se']",Trigonal,P-31c,False,data\tmc_data\cif\mp-1189023.cif
mp-1226371,Cr2Se3,Cr-Se,0.0,-0.8029688784062481,0.007459253999999,406.83785679933794,5.565181266767597,20,"['Cr', 'Se']",Triclinic,P-1,False,data\tmc_data\cif\mp-1226371.cif
mp-1226456,Cr2Se3,Cr-Se,0.0,-0.790605734406248,0.019822397999999002,400.7081022849926,5.650313548342619,20,"['Cr', 'Se']",Triclinic,P-1,False,data\tmc_data\cif\mp-1226456.cif
mp-2832,Cr2Se3,Cr-Se,0.0,-0.8104281324062481,0.0,204.47889919757165,5.53633266844788,10,"['Cr', 'Se']",Trigonal,R-3,True,data\tmc_data\cif\mp-2832.cif
mp-984712,Cr3Se,Cr-Se,0.0,0.242078741914061,0.579757130416664,49.705673924623824,7.849020040908926,4,"['Cr', 'Se']",Tetragonal,I4/mmm,False,data\tmc_data\cif\mp-984712.cif
mp-27840,Cr3Se4,Cr-Se,0.0,-0.766725084196428,0.005111232380951,140.06106019631326,5.59391256769944,7,"['Cr', 'Se']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-27840.cif
mp-1104327,Cr5Se8,Cr-Se,0.0,-0.8122932552884601,0.0,266.13762134314567,5.563426496868789,13,"['Cr', 'Se']",Monoclinic,C2/m,True,data\tmc_data\cif\mp-1104327.cif
mp-1226358,Cr7Se10,Cr-Se,0.117899999999999,-0.0067487578492640005,0.7877886268627431,693.3652031788557,5.525378330873978,34,"['Cr', 'Se']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-1226358.cif
mp-696673,Cr7Se8,Cr-Se,0.0,-0.655663398583333,0.064717163555553,294.5952126102072,5.612176078717732,15,"['Cr', 'Se']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-696673.cif
mp-2189,CrSe,Cr-Se,0.0,-0.5385121011718741,0.136844675833332,75.78963683897335,5.7384552593014355,4,"['Cr', 'Se']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-2189.cif
mp-604915,CrSe,Cr-Se,0.0,-0.536535983671874,0.138820793333332,78.77535070305171,5.520958475432138,4,"['Cr', 'Se']",Tetragonal,P4/nmm,False,data\tmc_data\cif\mp-604915.cif
mp-1009581,CrSe2,Cr-Se,0.0,-0.7685572382291661,0.0,62.252691579063324,5.5993383726326105,3,"['Cr', 'Se']",Trigonal,P-3m1,True,data\tmc_data\cif\mp-1009581.cif
mp-1061769,CrSe2,Cr-Se,0.0,-0.7531734615624981,0.015383776666667001,121.60280034569172,2.86649553930821,3,"['Cr', 'Se']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-1061769.cif
mp-1399418,CrSe2,Cr-Se,0.0,-0.741887557395832,0.026669680833333,254.37179471268553,5.481329172552774,12,"['Cr', 'Se']",Cubic,Fd-3m,False,data\tmc_data\cif\mp-1399418.cif
mp-1407787,CrSe2,Cr-Se,0.0,-0.7439466140624991,0.024610624166666,257.7236725805128,5.41004062635213,12,"['Cr', 'Se']",Cubic,F-43m,False,data\tmc_data\cif\mp-1407787.cif
mp-2750,Cr2Te3,Cr-Te,0.0,-0.46550123049999703,0.0,514.8703263584043,6.279930491496003,20,"['Cr', 'Te']",Trigonal,P-31c,True,data\tmc_data\cif\mp-2750.cif
mp-1078012,Cr3Te4,Cr-Te,0.0,-0.42850677095238104,0.014827734285710001,175.77336815748205,6.295400817965484,7,"['Cr', 'Te']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-1078012.cif
mp-570122,Cr3Te4,Cr-Te,0.0,-0.381463390952381,0.061871114285711,177.70749346348407,6.226883200637462,7,"['Cr', 'Te']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-570122.cif
mp-1226350,Cr3Te5,Cr-Te,0.0,-0.22731475791666603,0.24794444625000203,204.3118040658176,6.453120007440156,8,"['Cr', 'Te']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1226350.cif
mp-1226086,Cr5Te6,Cr-Te,0.0,-0.36574064954545205,0.057442287272726,541.577032880537,6.289101578533218,22,"['Cr', 'Te']",Triclinic,P-1,False,data\tmc_data\cif\mp-1226086.cif
mp-1213750,Cr5Te8,Cr-Te,0.0,-0.46284295871794906,0.012061828461538,336.9020450930069,6.312772768720801,13,"['Cr', 'Te']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1213750.cif
mp-1213754,Cr5Te8,Cr-Te,0.0,-0.47490478717948803,0.0,336.5547528784299,6.319286944545744,13,"['Cr', 'Te']",Monoclinic,C2/m,True,data\tmc_data\cif\mp-1213754.cif
mp-1213756,Cr7Te8,Cr-Te,0.0,-0.34003606088888805,0.07374281066666301,361.40133333417305,6.362647158761133,15,"['Cr', 'Te']",Monoclinic,C2/m,False,data\tmc_data\cif\mp-1213756.cif
mp-1008926,CrTe,Cr-Te,0.0,-0.087500668333333,0.300417023749997,60.84960241566498,4.9010400794701905,2,"['Cr', 'Te']",Cubic,F-43m,False,data\tmc_data\cif\mp-1008926.cif
mp-1009079,CrTe,Cr-Te,0.0,-0.21043767333333202,0.17748001874999803,46.81013679462209,6.37097775568267,2,"['Cr', 'Te']",Cubic,Fm-3m,False,data\tmc_data\cif\mp-1009079.cif
mp-1079818,CrTe,Cr-Te,0.0,-0.247226284583333,0.140691407499997,185.68203681192833,6.424452152279319,8,"['Cr', 'Te']",Orthorhombic,Pnma,False,data\tmc_data\cif\mp-1079818.cif
mp-794,CrTe,Cr-Te,0.0,-0.246065660833332,0.141852031249998,93.80052933177329,6.3587346976299255,4,"['Cr', 'Te']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-794.cif
mp-685055,CrTe2,Cr-Te,0.0,-0.47679501111111106,0.0,641.0541416054041,6.3659038081205335,24,"['Cr', 'Te']",Trigonal,P-3m1,True,data\tmc_data\cif\mp-685055.cif
mp-540922,CrTe3,Cr-Te,0.1806,-0.45052173312499805,0.0,980.178041868436,5.892773591859179,32,"['Cr', 'Te']",Monoclinic,P2_1/c,True,data\tmc_data\cif\mp-540922.cif
mp-31257,Mo15S19,Mo-S,0.0,-0.727699676130511,0.082155104411764,1436.8875223216953,4.73431668957399,68,"['Mo', 'S']",Hexagonal,P6_3/m,False,data\tmc_data\cif\mp-31257.cif
mp-1210708,Mo21S8,Mo-S,0.0,-0.122767335603451,0.27701578655172504,431.00589360857384,8.750497420880023,29,"['Mo', 'S']",Tetragonal,I4/m,False,data\tmc_data\cif\mp-1210708.cif
mp-1627,Mo2S3,Mo-S,0.0,-0.773987577687501,0.09554071300000101,168.04545355124995,5.6932190845009245,10,"['Mo', 'S']",Monoclinic,P2_1/m,False,data\tmc_data\cif\mp-1627.cif
mp-1104577,Mo3S4,Mo-S,0.0,-0.717680714464287,0.110441467142859,229.10518436582598,6.03144007189029,14,"['Mo', 'S']",Triclinic,P-1,False,data\tmc_data\cif\mp-1104577.cif
mp-1181164,Mo3S4,Mo-S,0.09590000000000001,-0.13567714017857202,0.6924450414285731,411.90278311442233,3.354758079597623,14,"['Mo', 'S']",Triclinic,P-1,False,data\tmc_data\cif\mp-1181164.cif
mp-2164,Mo3S4,Mo-S,0.0,-0.763310599464288,0.064811582142855,273.58904781509915,5.050765740431783,14,"['Mo', 'S']",Trigonal,R-3,False,data\tmc_data\cif\mp-2164.cif
mp-673645,Mo7S8,Mo-S,0.0,-0.649492895833333,0.12342114033333401,541.7412502758426,5.689602949477235,30,"['Mo', 'S']",Triclinic,P1,False,data\tmc_data\cif\mp-673645.cif
mp-1018809,MoS2,Mo-S,1.3361,-0.963753305208333,0.0023892399999990003,115.80592570624192,4.5904816488390665,6,"['Mo', 'S']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-1018809.cif
mp-1023924,MoS2,Mo-S,1.6605999999999992,-0.951702631874998,0.014439913333333,152.20359213065655,1.746361466702365,3,"['Mo', 'S']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1023924.cif
mp-1023939,MoS2,Mo-S,1.5539,-0.958906750208332,0.0072357949999990005,190.32416775902382,2.793155399236568,6,"['Mo', 'S']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1023939.cif
mp-1025874,MoS2,Mo-S,1.5093,-0.9617292007638881,0.004413344444444,249.23287645928454,3.199447346194123,9,"['Mo', 'S']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1025874.cif
mp-1027525,MoS2,Mo-S,1.463999999999999,-0.9624610102083341,0.0036815349999980004,302.66184876527046,3.512864135007714,12,"['Mo', 'S']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1027525.cif
mp-1042086,MoS2,Mo-S,0.041800000000000004,-0.31864154854166504,0.647500996666668,162.51394406646963,3.271134546853978,6,"['Mo', 'S']",Tetragonal,I-42d,False,data\tmc_data\cif\mp-1042086.cif
mp-1238797,MoS2,Mo-S,0.0,-0.6698387318749981,0.296303813333334,56.944671297525716,4.667732420508524,3,"['Mo', 'S']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1238797.cif
mp-1405065,MoS2,Mo-S,0.0,-0.698599509375,0.267543035833332,221.12870860787197,4.808104566142248,12,"['Mo', 'S']",Cubic,F-43m,False,data\tmc_data\cif\mp-1405065.cif
mp-1434,MoS2,Mo-S,1.2042,-0.9661425452083321,0.0,56.92135256789191,4.669644630696905,3,"['Mo', 'S']",Trigonal,R3m,True,data\tmc_data\cif\mp-1434.cif
mp-2815,MoS2,Mo-S,1.464899999999999,-0.9644498168750011,0.001692728333331,118.06518764862204,4.502639494068752,6,"['Mo', 'S']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-2815.cif
mp-558544,MoS2,Mo-S,0.0,-0.6864253585416641,0.279717186666669,55.73589523765817,4.768964188289766,3,"['Mo', 'S']",Trigonal,R-3m,False,data\tmc_data\cif\mp-558544.cif
mp-990083,MoS2,Mo-S,0.0,-0.7997857265046291,0.166356818703704,1790.583174125959,2.67200365789618,54,"['Mo', 'S']",Orthorhombic,Pmmn,False,data\tmc_data\cif\mp-990083.cif
mp-1239169,MoS3,Mo-S,0.7267,-0.4216751609375,0.302931747968749,209.33972866896224,3.048133057110382,8,"['Mo', 'S']",Monoclinic,P2_1/m,False,data\tmc_data\cif\mp-1239169.cif
mp-1239183,MoS3,Mo-S,0.014299999999999001,0.7721378203125011,1.49674472921875,277.64555745792114,1.149118597402894,4,"['Mo', 'S']",Triclinic,P1,False,data\tmc_data\cif\mp-1239183.cif
mp-1239203,MoS3,Mo-S,0.0,-0.122454799687499,0.6021521092187491,85.69083644159512,3.7232414434260592,4,"['Mo', 'S']",Monoclinic,Pm,False,data\tmc_data\cif\mp-1239203.cif
mp-1211453,MoS6,Mo-S,0.21579999999999902,0.879622394553568,1.293683485357142,3660.915107300307,0.130782390478824,7,"['Mo', 'S']",Orthorhombic,Cmmm,False,data\tmc_data\cif\mp-1211453.cif
mp-568488,Mo15Se19,Mo-Se,0.0,-0.563183698887869,0.065439831029411,1607.453987220273,6.072819426029648,68,"['Mo', 'Se']",Trigonal,R-3c,False,data\tmc_data\cif\mp-568488.cif
mp-570170,Mo15Se19,Mo-Se,0.0,-0.5648101484466911,0.063813381470588,1594.1378319064584,6.123546913359304,68,"['Mo', 'Se']",Hexagonal,P6_3/m,False,data\tmc_data\cif\mp-570170.cif
mp-743270,Mo15Se19,Mo-Se,0.0,-0.09548114300551601,0.5331423869117621,1512.3011729101834,6.454916504002371,68,"['Mo', 'Se']",Monoclinic,C2/c,False,data\tmc_data\cif\mp-743270.cif
mp-1206038,Mo3Se,Mo-Se,0.0,0.295193995234367,0.576420311249997,126.50064039071712,9.629240088688775,8,"['Mo', 'Se']",Cubic,Pm-3n,False,data\tmc_data\cif\mp-1206038.cif
mp-1181732,Mo3Se4,Mo-Se,0.0,0.136517957678567,0.7793209657142831,319.2100937242809,6.280509499236475,14,"['Mo', 'Se']",Triclinic,P-1,False,data\tmc_data\cif\mp-1181732.cif
mp-21021,Mo3Se4,Mo-Se,0.0,-0.5819315730357171,0.060871434999999,307.6296516450482,6.516933641366628,14,"['Mo', 'Se']",Trigonal,R-3,False,data\tmc_data\cif\mp-21021.cif
mp-299,Mo9Se11,Mo-Se,0.0,-0.537759131484372,0.080938763750001,905.6928216367861,6.351130991487402,40,"['Mo', 'Se']",Orthorhombic,Cmcm,False,data\tmc_data\cif\mp-299.cif
mp-638048,Mo9Se11,Mo-Se,0.0,-0.5535340112343731,0.065163884,970.1111214993642,5.92939676784113,40,"['Mo', 'Se']",Hexagonal,P6_3/m,False,data\tmc_data\cif\mp-638048.cif
mp-1186027,MoSe,Mo-Se,0.0,0.056993882968750006,0.619446514999999,33.56573638550973,8.652522304671301,2,"['Mo', 'Se']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1186027.cif
mp-1018807,MoSe2,Mo-Se,1.254399999999999,-0.746611449375,0.0033253933333340004,133.1392082504941,6.332386274281625,6,"['Mo', 'Se']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-1018807.cif
mp-1023934,MoSe2,Mo-Se,1.4311,-0.7338328527083341,0.016103990000001,167.95731805514762,2.509830785156171,3,"['Mo', 'Se']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1023934.cif
mp-1023940,MoSe2,Mo-Se,1.424799999999999,-0.7420059710416681,0.007930871666665,218.67685007757882,3.8554099100798913,6,"['Mo', 'Se']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1023940.cif
mp-1025799,MoSe2,Mo-Se,1.160299999999999,-0.7446227493750001,0.005314093333332001,280.7526323471011,4.504439840043002,9,"['Mo', 'Se']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1025799.cif
mp-1027692,MoSe2,Mo-Se,1.4014,-0.745975304375001,0.003961538333335,344.31070487862684,4.89725636146776,12,"['Mo', 'Se']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1027692.cif
mp-1634,MoSe2,Mo-Se,1.301,-0.749936842708334,0.0,129.4527726305449,6.512714079136082,6,"['Mo', 'Se']",Hexagonal,P6_3/mmc,True,data\tmc_data\cif\mp-1634.cif
mp-7581,MoSe2,Mo-Se,1.361999999999999,-0.749248649375,0.000688193333335,65.48672248842118,6.437097955568167,3,"['Mo', 'Se']",Trigonal,R3m,False,data\tmc_data\cif\mp-7581.cif
mp-1023935,Te2Mo,Mo-Te,1.07,-0.285760736666669,0.021611029999995,192.36326922002434,3.031148774972198,3,"['Mo', 'Te']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1023935.cif
mp-1023938,Te2Mo,Mo-Te,1.049699999999999,-0.295934236666667,0.011437529999998001,272.37993904446154,4.2813849646302,6,"['Mo', 'Te']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1023938.cif
mp-1025576,Te2Mo,Mo-Te,0.623,-0.29963138,0.007740386666664,346.89858046186004,5.042525862195315,9,"['Mo', 'Te']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1025576.cif
mp-1030319,Te2Mo,Mo-Te,1.1635,-0.301468154166665,0.0059036124999990005,428.276568239556,5.445842533414322,12,"['Mo', 'Te']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1030319.cif
mp-1120746,Te2Mo,Mo-Te,0.0,-0.27437727166667003,0.032994494999996,800.9690698753072,1.455940584414068,6,"['Mo', 'Te']",Monoclinic,P2_1/m,False,data\tmc_data\cif\mp-1120746.cif
mp-602,Te2Mo,Mo-Te,0.8632999999999991,-0.30737176666666705,0.0,161.280150965677,7.23066892428707,6,"['Mo', 'Te']",Hexagonal,P6_3/mmc,True,data\tmc_data\cif\mp-602.cif
mp-7459,Te2Mo,Mo-Te,0.0,-0.293482694999999,0.013889071666667,329.4481332212911,7.079496030463364,12,"['Mo', 'Te']",Monoclinic,P2_1/m,False,data\tmc_data\cif\mp-7459.cif
mp-8601,Te4Mo3,Mo-Te,0.0,-0.30248188428571304,0.0,370.04519432690716,7.163857356139552,14,"['Mo', 'Te']",Trigonal,R-3,True,data\tmc_data\cif\mp-8601.cif
mp-1120748,TeMo,Mo-Te,0.0,0.193969998750002,0.458641647500002,86.72581401845923,8.560240273299856,4,"['Mo', 'Te']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-1120748.cif
mp-1105049,TeMo6,Mo-Te,0.0,0.5029004274999961,0.5785208985714291,258.0926448352553,9.049134228069011,14,"['Mo', 'Te']",Tetragonal,I4/mmm,False,data\tmc_data\cif\mp-1105049.cif
mp-1179059,TeMo6,Mo-Te,0.0,0.39332762464285204,0.46894809571428503,254.62227679986563,9.172469179620501,14,"['Mo', 'Te']",Orthorhombic,Cmce,False,data\tmc_data\cif\mp-1179059.cif
mp-1237627,TeMo6,Mo-Te,0.0,1.794806015357141,1.870426486428574,141.58500547087715,8.247748335440662,7,"['Mo', 'Te']",Orthorhombic,Fmmm,False,data\tmc_data\cif\mp-1237627.cif
mp-1004526,WS,S-W,0.0,-0.231474253906249,0.4312107525,64.85201976845094,11.0565156938623,4,"['S', 'W']",Hexagonal,P6_3mc,False,data\tmc_data\cif\mp-1004526.cif
mp-1023925,WS2,S-W,1.697,-0.876131626874998,0.007448381666669001,207.69991882835984,3.964988283746779,6,"['S', 'W']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1023925.cif
mp-1023937,WS2,S-W,1.8091,-0.8694221118750011,0.014157896666667,148.77479891505982,2.767699068307199,3,"['S', 'W']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1023937.cif
mp-1025571,WS2,S-W,1.6345,-0.8784126318749971,0.005167376666669001,250.33809519112185,4.934493154512965,9,"['S', 'W']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1025571.cif
mp-1028441,WS2,S-W,1.6559,-0.8797867568750011,0.003793251666664,308.7025036337277,5.335413448196138,12,"['S', 'W']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1028441.cif
mp-1042100,WS2,S-W,0.0,-0.130636825208332,0.7529431833333361,144.61240701024295,5.694723998552027,6,"['S', 'W']",Tetragonal,I-42d,False,data\tmc_data\cif\mp-1042100.cif
mp-224,WS2,S-W,1.2557,-0.8835800085416661,0.0,113.96060830514946,7.226424612305195,6,"['S', 'W']",Hexagonal,P6_3/mmc,True,data\tmc_data\cif\mp-224.cif
mp-9813,WS2,S-W,1.6021,-0.8826962018750011,0.000883806666664,57.009125843015475,7.222771201204966,3,"['S', 'W']",Trigonal,R3m,False,data\tmc_data\cif\mp-9813.cif
mp-1023933,WSe2,Se-W,1.5241,-0.595456302708332,0.008163203333332,229.45326404845736,4.94659192367267,6,"['Se', 'W']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1023933.cif
mp-1023936,WSe2,Se-W,1.5378,-0.587869466041667,0.01575004,158.81572992448673,3.573360344539247,3,"['Se', 'W']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1023936.cif
mp-1025572,WSe2,Se-W,1.228899999999999,-0.598082526041666,0.005536979999998,283.5610499031283,6.004059777551505,9,"['Se', 'W']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1025572.cif
mp-1028698,WSe2,Se-W,1.518899999999999,-0.599367424374998,0.004252081666667001,347.1871356586477,6.538327871216798,12,"['Se', 'W']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1028698.cif
mp-1821,WSe2,Se-W,1.4465,-0.603619506041667,0.0,131.12545319316163,8.65592175403535,6,"['Se', 'W']",Hexagonal,P6_3/mmc,True,data\tmc_data\cif\mp-1821.cif
mp-1019322,Te2W,Te-W,0.9389000000000001,-0.082943286666666,0.033608181666664,163.0923874213995,8.940246486383893,6,"['Te', 'W']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-1019322.cif
mp-1023926,Te2W,Te-W,1.0785,-0.062490436666668,0.054061031666662006,190.8505898953838,3.8199676102635802,3,"['Te', 'W']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1023926.cif
mp-1023942,Te2W,Te-W,1.042099999999999,-0.07276837999999901,0.043783088333334004,271.56357158503414,5.369225832057376,6,"['Te', 'W']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1023942.cif
mp-1025573,Te2W,Te-W,0.6644000000000001,-0.075949788888894,0.040601679444442006,351.0203367623933,6.230776357783127,9,"['Te', 'W']",Hexagonal,P-6m2,False,data\tmc_data\cif\mp-1025573.cif
mp-1028586,Te2W,Te-W,1.2142,-0.07784328166666801,0.038708186666667005,431.78068229759117,6.753827595256743,12,"['Te', 'W']",Trigonal,P-3m1,False,data\tmc_data\cif\mp-1028586.cif
mp-22693,Te2W,Te-W,0.0,-0.116551468333336,0.0,332.7590647462631,8.763614867784016,12,"['Te', 'W']",Orthorhombic,Pmn2_1,True,data\tmc_data\cif\mp-22693.cif
mp-974355,Mn2S3,Mn-S,0.0,-0.903138795480602,0.032707042000001005,180.36974944148466,3.794306933412436,10,"['Mn', 'S']",Trigonal,R-3c,False,data\tmc_data\cif\mp-974355.cif
mp-975439,Mn3S,Mn-S,0.0,-0.17790633078933002,0.39227303603448305,45.82294945982847,7.134536273194737,4,"['Mn', 'S']",Cubic,Pm-3m,False,data\tmc_data\cif\mp-975439.cif
mp-1783,MnS,Mn-S,0.0,-1.128444258647629,0.011914474999999002,30.265403695530186,4.773501671712195,2,"['Mn', 'S']",Cubic,F-43m,False,data\tmc_data\cif\mp-1783.cif
mp-2065,MnS,Mn-S,0.0,-1.140358733647628,0.0,68.93057499388583,4.19181053250963,4,"['Mn', 'S']",Cubic,Fm-3m,True,data\tmc_data\cif\mp-2065.cif
mp-2562,MnS,Mn-S,0.0,-1.1258302186476281,0.014528515,85.85656971957664,3.36542574685967,4,"['Mn', 'S']",Hexagonal,P6_3mc,False,data\tmc_data\cif\mp-2562.cif
mp-556853,MnS,Mn-S,0.0,-0.705955648647629,0.434403084999999,29.763331769995265,4.854024954333289,2,"['Mn', 'S']",Cubic,Pm-3m,False,data\tmc_data\cif\mp-556853.cif
mp-1018804,MnS2,Mn-S,0.0,-0.7663607583692521,0.033143148333333004,84.69653534317291,4.668836558781954,6,"['Mn', 'S']",Orthorhombic,Pnnm,False,data\tmc_data\cif\mp-1018804.cif
mp-1095335,MnS2,Mn-S,0.0,-0.497801395035918,0.301702511666666,230.0066288133213,3.43845986224438,12,"['Mn', 'S']",Monoclinic,P2_1/c,False,data\tmc_data\cif\mp-1095335.cif
mp-1386044,MnS2,Mn-S,0.0,-0.797934207535919,0.001569699166665,223.02381350935656,3.546117110904696,12,"['Mn', 'S']",Cubic,Fd-3m,False,data\tmc_data\cif\mp-1386044.cif
mp-1397283,MnS2,Mn-S,0.0,-0.49101037170258605,0.30849353500000004,140.9669198002631,2.8051565656160102,6,"['Mn', 'S']",Tetragonal,I-42d,False,data\tmc_data\cif\mp-1397283.cif
mp-1422029,MnS2,Mn-S,0.0,-0.7995039067025851,0.0,63.91047481418328,3.093657821836562,3,"['Mn', 'S']",Trigonal,R-3m,True,data\tmc_data\cif\mp-1422029.cif
mp-1455,MnS2,Mn-S,0.0,-0.68886985253592,0.11063405416666501,168.48508369035204,4.693997497595893,12,"['Mn', 'S']",Cubic,Pa-3,False,data\tmc_data\cif\mp-1455.cif
mp-10204,MnSe,Mn-Se,0.0,-0.9382177592726301,0.011684177499997,77.03943543693435,5.772184944057074,4,"['Mn', 'Se']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-10204.cif
mp-2293,MnSe,Mn-Se,0.048400000000000006,-0.9463613767726281,0.0035405599999990003,51.89704652591794,4.284308058895497,2,"['Mn', 'Se']",Cubic,F-43m,False,data\tmc_data\cif\mp-2293.cif
mp-604910,MnSe,Mn-Se,0.0,-0.9262354942726301,0.023666442499997,81.55153319014968,5.452820467407736,4,"['Mn', 'Se']",Tetragonal,P4/nmm,False,data\tmc_data\cif\mp-604910.cif
mp-972,MnSe,Mn-Se,0.0,-0.9278046767726291,0.022097259999998002,40.885047244923186,5.43824575600738,2,"['Mn', 'Se']",Cubic,Fm-3m,False,data\tmc_data\cif\mp-972.cif
mp-999540,MnSe,Mn-Se,0.0,-0.949901936772628,0.0,103.85231180894776,4.28190631081759,4,"['Mn', 'Se']",Hexagonal,P6_3mc,True,data\tmc_data\cif\mp-999540.cif
mp-21321,MnSe2,Mn-Se,0.0,-0.564059539202586,0.069208418645832,241.3089289563455,5.859030594372147,12,"['Mn', 'Se']",Cubic,Pa-3,False,data\tmc_data\cif\mp-21321.cif
mp-1185988,Mn3Te,Mn-Te,0.0,-0.006663735452583,0.29907065316810405,111.77079246395944,8.688586420287162,8,"['Mn', 'Te']",Hexagonal,P6_3/mmc,False,data\tmc_data\cif\mp-1185988.cif
mp-1185993,Mn3Te,Mn-Te,0.0,-0.005140126702585001,0.300594261918103,53.309656885818505,9.108389045413588,4,"['Mn', 'Te']",Cubic,Fm-3m,False,data\tmc_data\cif\mp-1185993.cif
mp-1009222,MnTe,Mn-Te,0.0,-0.61146877724138,0.0,64.92169669865328,4.6688791309666495,2,"['Mn', 'Te']",Cubic,F-43m,True,data\tmc_data\cif\mp-1009222.cif
mp-1079443,MnTe,Mn-Te,0.0,-0.41982993422413906,0.19163884301724102,203.35344505081284,5.962260531903926,8,"['Mn', 'Te']",Orthorhombic,Pnma,False,data\tmc_data\cif\mp-1079443.cif
mp-1080073,MnTe,Mn-Te,0.0,-0.598986485474139,0.012482291767241001,179.68886191256155,6.747475645113407,8,"['Mn', 'Te']",Orthorhombic,Pnma,False,data\tmc_data\cif\mp-1080073.cif
mp-1172860,MnTe,Mn-Te,0.0,0.16611321702585902,0.7775819942672401,420.069605115226,5.7725967539145255,16,"['Mn', 'Te']",Orthorhombic,Imma,False,data\tmc_data\cif\mp-1172860.cif
mp-1406,MnTe,Mn-Te,0.0,-0.5502373072413811,0.061231469999999004,50.8333279323662,5.962850893149845,2,"['Mn', 'Te']",Cubic,Fm-3m,False,data\tmc_data\cif\mp-1406.cif
